"artist","genre"
"Brian Hartman","Hip-Hop"
"Peter Lopez","Hip-Hop"
"Paul Hanson","Electronic"
"Robert Carter","Pop"
"Kenneth Spencer","Hip-Hop"
"William Rodriguez","Pop"
"Erica Gonzalez","Pop"
"Thomas Garcia","Classical"
"Brittany Shah","Hip-Hop"
"Chloe Lopez","Hip-Hop"
"John Henson","Pop"
"Felicia Cardenas","R&B"
"Joseph Wagner","Electronic"
"Amy Doyle","Pop"
"James Martinez","Electronic"
"Richard Kelly","Electronic"
"Joseph Park","Pop"
"Elizabeth Rivera","R&B"
"Paula Cunningham","Electronic"
"Dana Blackburn","Hip-Hop"
"Christopher Patterson","Pop"
"Lauren Shepherd","Pop"
"Amy Boyd","Pop"
"Jeffrey Adams","Electronic"
"Megan Reyes","Hip-Hop"
"Jennifer Proctor","Pop"
"Amanda Adams","Pop"
"Marc Sandoval","Electronic"
"Ryan Thomas","Electronic"
"Kristy Levy","Pop"
"Lacey Fleming","Electronic"
"Thomas Kramer","Reggae"
"Jessica Gray","Reggae"
"John Anderson","Hip-Hop"
"Michael Ramirez","Pop"
"Danielle Peterson","Pop"
"Ronald Anderson","Electronic"
"Kathleen Hamilton","Folk"
"Cynthia Roman","Pop"
"David Morris","Pop"
"James Blair","Pop"
"Matthew Moss","R&B"
"Bethany Adkins","Folk"
"Marie Guerra","Country"
"Kelly Cain","Electronic"
"Mary Copeland","Pop"
"Garrett Perry","Electronic"
"Ashley Lee","Pop"
"Adam Marshall","Folk"
"Annette Blair","Electronic"
"Connie Rivera","Electronic"
"Ashley Martin","Pop"
"Nicole Smith","Pop"
"Brendan Cowan","Hip-Hop"
"Barbara Riddle","Country"
"Christopher Curry","Pop"
"Tommy Beck","Hip-Hop"
"Sean Simpson","Pop"
"Natalie Reed","Electronic"
"Trevor Day","Country"
"Juan Bailey","Hip-Hop"
"Jorge Fields","Hip-Hop"
"Cassandra Le","Jazz"
"Kerri Gonzalez","Classical"
"Patrick Malone","Pop"
"Vanessa Evans","Pop"
"Michael Vargas","Hip-Hop"
"Cynthia Murray","Electronic"
"Jose Perez","Hip-Hop"
"Kimberly Moreno","Pop"
"Valerie Freeman","Pop"
"Maureen Moore","Electronic"
"Alan Watson","Electronic"
"Charles Sanchez","Pop"
"Teresa Stephens","Electronic"
"Raymond Burke","Folk"
"Katelyn Thompson","Electronic"
"Edward Clark","Folk"
"Barbara Palmer","Hip-Hop"
"Frank Franklin","Electronic"
"James Campbell","R&B"
"Darlene Vega","Pop"
"Sarah Carroll","Jazz"
"Mark White","Electronic"
"Evan Green","Pop"
"Bethany Mendoza","Pop"
"Steven Brown","Hip-Hop"
"Amber Estes","Classical"
"Mckenzie Hart","Pop"
"Meredith Waller","Jazz"
"Courtney Smith","Jazz"
"Tracey Adkins","Pop"
"Stephen Morgan","Jazz"
"Nancy Finley","Pop"
"Cody Hale","Hip-Hop"
"Holly Dawson","Pop"
"Michael Harris","Hip-Hop"
"Vanessa Wood","Pop"
"Steven Brown","Electronic"
"Kimberly Evans","Pop"
"Angela Diaz","Pop"
"Michael Bailey","Classical"
"Joshua Cunningham","Pop"
"John Sullivan","Electronic"
"Cheryl Lowery","Pop"
"Ashley Cole","Hip-Hop"
"Jeremiah Sandoval","Country"
"Patrick Evans","R&B"
"Ethan Gould","Pop"
"Debra Berry","Classical"
"Robert Lang","Folk"
"Ronald Edwards","Jazz"
"Jennifer Torres","Pop"
"Jeffrey Morgan","Country"
"Erica Peterson","Pop"
"Emily Rice","Pop"
"Richard Stewart","Pop"
"Elizabeth Barber","Hip-Hop"
"Joshua Edwards","R&B"
"Kayla Hunt","Hip-Hop"
"Paul Davis","Electronic"
"Matthew Donaldson","Electronic"
"Ann Zavala","Pop"
"Ann Hernandez","Hip-Hop"
"Dean Palmer","Hip-Hop"
"George Sanchez","Pop"
"Mary Porter","Pop"
"Katelyn Christensen","Hip-Hop"
"Ann Howell","Electronic"
"Kevin Gallagher MD","Folk"
"Paul Johnson","Hip-Hop"
"Amanda Martinez","Pop"
"Christopher Yu","Electronic"
"Christine Burke","Pop"
"Angela Gonzalez","Electronic"
"Brenda Lopez","Hip-Hop"
"Joseph Santos","Pop"
"Kenneth Horton","Electronic"
"Adam Rivas","R&B"
"Thomas Castaneda","Electronic"
"Christopher Carroll","Country"
"Christopher Meyers","R&B"
"Stephen Schultz","Classical"
"Carmen Jackson","Electronic"
"Victor Pham","Pop"
"Mrs. Lisa Holt","Hip-Hop"
"Edward Hammond","Hip-Hop"
"Garrett Acevedo","Hip-Hop"
"Gregory Tyler","Hip-Hop"
"Samuel Jones","Hip-Hop"
"Jacob Sutton","Hip-Hop"
"Traci Lee","R&B"
"Patrick Cook","Hip-Hop"
"Alfred Patterson","Hip-Hop"
"Cory Finley","Hip-Hop"
"Laura Brown","Electronic"
"Connor Cervantes","Pop"
"Jeffrey Gentry","Country"
"Katherine Barton","Electronic"
"Elaine Hampton","Classical"
"Suzanne Wilson","Pop"
"Keith Campbell","Electronic"
"Lynn Jackson","Pop"
"Darrell Ruiz","Folk"
"Erica Goodwin","Hip-Hop"
"Michael Roy","Electronic"
"Crystal Simon","Pop"
"Theresa Crawford MD","Hip-Hop"
"Miranda Rangel","Electronic"
"Amanda Jackson","Reggae"
"Mandy Clark","Pop"
"Robin Shaw","Electronic"
"Ryan Wallace MD","Pop"
"Shelby Williams","Electronic"
"Daniel Wiggins","Pop"
"Angela Hampton","Hip-Hop"
"Rebecca Perkins","Classical"
"Nicholas Lee","Pop"
"Keith Hall","Pop"
"Heather Gonzales","Electronic"
"Craig Lee","Hip-Hop"
"Dr. Dan Aguilar","Hip-Hop"
"Shannon Harvey","Pop"
"Whitney Fernandez","Hip-Hop"
"Sonya Odonnell","Hip-Hop"
"Emily Flores","Pop"
"Christian Leblanc","Hip-Hop"
"Mark Young","Hip-Hop"
"Jennifer Dixon","Electronic"
"Adam Mills","Pop"
"Jason Kim","Pop"
"Amy Shannon","Hip-Hop"
"Michelle Mitchell","Hip-Hop"
"Timothy Taylor","Hip-Hop"
"Lindsay Parrish","Electronic"
"Mrs. Jennifer Sampson","Pop"
"Robert Arnold","Electronic"
"Meredith Davis","Electronic"
"Nicole Jones","Electronic"
"Michael Hogan","Pop"
"Patrick Clark","Electronic"
"Johnny Whitney","Hip-Hop"
"Craig Valdez","Electronic"
"Linda Wilson","Pop"
"Mark Sheppard","Electronic"
"Karen Johnson","Jazz"
"Eric Hurst","Hip-Hop"
"John Mccormick","Electronic"
"Adam Barr","Electronic"
"Anita Clark","Electronic"
"Daryl Johnson","Jazz"
"Lori Peck","Electronic"
"Michelle Curtis","Hip-Hop"
"Olivia Stevens","Electronic"
"Elizabeth Guerrero","Hip-Hop"
"Lisa Moore","Folk"
"Sandra Martin","Folk"
"Isaac Navarro","Hip-Hop"
"Cheryl Beltran","Country"
"Brenda Long","Jazz"
"Charles Greene","Pop"
"Bobby Hatfield","Electronic"
"Joseph Brown","Pop"
"Gary Sanford","R&B"
"Andrew Edwards","Hip-Hop"
"Chelsea Brown","Folk"
"James Blevins","Electronic"
"Deborah Smith","Jazz"
"James Edwards","Pop"
"Kevin Brown","Electronic"
"Michael Cole","Electronic"
"Madison Cook","Electronic"
"Bryan Miller","R&B"
"Amanda Rodriguez","Electronic"
"Daniel Green","Electronic"
"Jamie Kim","Hip-Hop"
"Anna Mann","Hip-Hop"
"Jorge Little","Pop"
"Taylor Romero","Pop"
"Vanessa Dean","Pop"
"Rachel Brown","Electronic"
"Sheri Hernandez","Hip-Hop"
"Timothy Watson","Jazz"
"Alec Johnston","Hip-Hop"
"Aaron Johnson","Electronic"
"Christopher Lewis","Electronic"
"Karen Benson","Classical"
"Mackenzie Kent","Pop"
"James Rojas","Jazz"
"Barbara Fox","Electronic"
"Angela Morrison","Pop"
"Shawn Rodriguez","Reggae"
"Gary Rogers","Country"
"Nancy Klein","Classical"
"Angela Oliver","Folk"
"Joanna Carter","Hip-Hop"
"Connor Jones","Electronic"
"Amanda Little","Pop"
"Julie Lara","Classical"
"Kevin Newman","Pop"
"Hannah Hodges","Classical"
"Alan Coleman","Pop"
"Curtis Stone","Electronic"
"Rebecca Hartman","Folk"
"Andrew Lee","Electronic"
"Edward Keller","Hip-Hop"
"Lisa Harris","Electronic"
"William Rose","Electronic"
"Melissa Perry","Jazz"
"Carl Williamson","Hip-Hop"
"Tammy Oneill","Jazz"
"Kimberly Huber","Electronic"
"Elizabeth Guerrero","Folk"
"Terry Faulkner","Electronic"
"Anita Mitchell","Folk"
"Curtis Mcgrath","Electronic"
"Beth Diaz","Electronic"
"Jessica Bailey","Jazz"
"Ashley Archer","R&B"
"Miss Patricia Smith DDS","Hip-Hop"
"Kayla Carson","Classical"
"Tina Davis","Classical"
"Abigail Johnston","Electronic"
"Jesus Banks","Hip-Hop"
"Christopher Gray","Hip-Hop"
"Susan Cook DVM","Reggae"
"Brian Lee","Hip-Hop"
"Teresa Johnson","Pop"
"Karen Ortiz","Electronic"
"Amy Barnett","Hip-Hop"
"Rachel Reed","Classical"
"Robert Frey","Hip-Hop"
"Erica Johnson","Country"
"Blake Richardson","Pop"
"Anne Edwards","Classical"
"Charles Anderson","Electronic"
"Cynthia Castillo","Classical"
"Lee Baldwin","Electronic"
"Jessica Figueroa","Hip-Hop"
"Michelle Johnson","Electronic"
"Alison Padilla","Classical"
"Elizabeth Davis","Hip-Hop"
"Jonathan Johnson","Pop"
"Justin Smith","Folk"
"Debbie Guerra","Hip-Hop"
"Charlotte Merritt","Hip-Hop"
"Andrea Harris","Pop"
"Marie Walker","Jazz"
"John Brock","Electronic"
"Lori Wright","Reggae"
"Christine Fritz","Electronic"
"Gregory Clark","Hip-Hop"
"Lisa Hall","Hip-Hop"
"Sherry Ramos","Pop"
"Edwin Brandt","Electronic"
"Tracy Davis","Pop"
"Beverly Marshall","Pop"
"Kathryn Gay","Electronic"
"Rachel Estrada","Hip-Hop"
"Jodi Anderson","Electronic"
"Christopher Burton","Hip-Hop"
"Sharon Smith","Electronic"
"Karen Miller","Hip-Hop"
"Joel Williamson","Reggae"
"Karen Nielsen","Electronic"
"Katrina Munoz","R&B"
"Kayla Gallagher","Electronic"
"Charles Thomas","Pop"
"Emily Rice","Country"
"Angela Martin","Country"
"Michael Moore","Hip-Hop"
"Ronald Kent","Pop"
"Billy Clayton","Folk"
"Catherine Johnson","Country"
"Brandy Martinez","Electronic"
"Brendan Salazar","Hip-Hop"
"Nathan Fox","Folk"
"James Rich","Classical"
"Shirley Austin","Classical"
"Jeffrey Bullock","Hip-Hop"
"Stacey Avery","Hip-Hop"
"Andrea Aguilar","Pop"
"Shelia Short","Hip-Hop"
"Michael Morrison","Folk"
"Kimberly Everett","Electronic"
"Debra Harris","Pop"
"Paula Scott","Electronic"
"Ms. Samantha Wong MD","Electronic"
"Amber Gonzales","Electronic"
"Raymond Murphy","Hip-Hop"
"David Vasquez DDS","Country"
"James Scott","Electronic"
"Marissa Mueller","Jazz"
"Vickie Noble","Pop"
"Mary Gaines","Pop"
"Alexandra Mejia","Folk"
"Susan Green","Hip-Hop"
"Stacey Thompson","Pop"
"Adam Valdez","Pop"
"Jon Chaney","Hip-Hop"
"Heather Schmidt","Hip-Hop"
"Isaac Wright","Pop"
"Sally Jackson","Electronic"
"Mrs. Beth Wilson","Pop"
"Mr. Robert Banks","Hip-Hop"
"Mark Wood","Classical"
"Daniel Walker","Country"
"Jennifer Scott","Hip-Hop"
"Brenda Sims","Pop"
"Michele Hobbs","Electronic"
"Lauren Nguyen","Pop"
"John Turner","Electronic"
"Jeffrey Baker","Electronic"
"Jennifer Gonzalez","Reggae"
"Lori Salinas","Folk"
"Katherine Thompson","Hip-Hop"
"Regina Smith","Pop"
"Tamara Saunders","Pop"
"Michael Buck","Folk"
"David Jackson","Electronic"
"Ryan Ramirez","Folk"
"Denise Farmer","Pop"
"John Mooney","Electronic"
"James Davis","Electronic"
"Claudia Stone","Electronic"
"Anthony Serrano","Pop"
"John Wade","Pop"
"Nicole Meyers","Hip-Hop"
"Sharon Thompson","Electronic"
"Jesse Bright","Pop"
"Hector Zhang","Hip-Hop"
"Miss Melissa May","Hip-Hop"
"Patrick Sawyer","Electronic"
"Brian Bates","Pop"
"Jade Palmer","Hip-Hop"
"Brittany Castillo","Pop"
"Miss Maria Spencer DDS","Pop"
"Monica Jackson","Pop"
"David Shah","Hip-Hop"
"Melissa Stewart","Pop"
"Kayla Cervantes","Pop"
"Renee Walker","Country"
"Kenneth Smith","Hip-Hop"
"Maurice Ware","Hip-Hop"
"Rhonda Benson","Hip-Hop"
"Wendy Cherry","Country"
"George Hall","Hip-Hop"
"Ricky Rodgers","Hip-Hop"
"Catherine Carter","Pop"
"James Stevenson","Jazz"
"Stephen Perry","Electronic"
"Brian Mendoza","Electronic"
"Rebecca Smith","Classical"
"Claudia Calderon","Reggae"
"Hannah Martin","Hip-Hop"
"Gary Reese","Hip-Hop"
"Jason Fisher","Electronic"
"Gloria Christensen","Electronic"
"Olivia Warren","Folk"
"Cynthia Shah DVM","Hip-Hop"
"Paul Nguyen","Electronic"
"Steven White","Hip-Hop"
"Jessica Franco","Hip-Hop"
"Wanda Scott","Pop"
"John Smith","Folk"
"Tina Arnold","R&B"
"Mark Crawford","Classical"
"Cynthia Sullivan","Electronic"
"Daniel Lee","Hip-Hop"
"John Howard","Electronic"
"Julian Rogers","Electronic"
"Christina Dixon","Electronic"
"Vicki Martinez","Folk"
"Daniel Miles","Country"
"Scott Jenkins","Electronic"
"Alejandra Mills","Country"
"Anthony Graves","Hip-Hop"
"Alicia Banks","Pop"
"Barbara Rodriguez","Jazz"
"Angie Austin","Hip-Hop"
"Patty Vazquez","Pop"
"Juan Delacruz Jr.","Pop"
"Crystal Martinez","Hip-Hop"
"Joshua Gomez","Country"
"Dustin Trujillo","Folk"
"Katrina Powers","Electronic"
"Jeffrey Miller","Electronic"
"Kayla Campbell","Electronic"
"Heather Proctor","Hip-Hop"
"Alex Williamson","Folk"
"Mike Mcdaniel","Hip-Hop"
"Chris Watkins","Pop"
"Kathleen Hicks","Electronic"
"Richard Leonard","Electronic"
"Tony Walker","Classical"
"Tiffany Ray","Electronic"
"Lisa Griffin","Electronic"
"Daniel Beck","Electronic"
"David Williams","Hip-Hop"
"Kelly Marks","Hip-Hop"
"Tracey Young","Country"
"Brittany Oconnor","Pop"
"John Cooper","Pop"
"Linda Miles","R&B"
"Mark Morrison","Pop"
"Ashley Armstrong","R&B"
"Mary Chan","Pop"
"Tony Todd","Hip-Hop"
"Samuel Pham","Hip-Hop"
"Annette Gross","Electronic"
"Robert Williams","Jazz"
"Desiree Small","Pop"
"Robert Fox","Electronic"
"Jean Sexton","Pop"
"Cesar Graham","Hip-Hop"
"Jennifer Hatfield","Classical"
"Sherry Graves","Folk"
"Carlos Miller","Pop"
"Roger Silva","Country"
"Anthony Mack","Jazz"
"Anthony Vasquez","Pop"
"Alex Maldonado","Hip-Hop"
"Brooke Reyes","Electronic"
"Lindsay Castillo","Hip-Hop"
"Anna Bird","Pop"
"Jennifer Barnes","Electronic"
"Kellie Brady","Jazz"
"Cynthia Hughes","Folk"
"James Burton","Electronic"
"Mr. Larry Ponce","Hip-Hop"
"Sharon Carter","Reggae"
"Anthony Murray","Country"
"Ashley Jackson","Electronic"
"Kimberly Dixon","Pop"
"Erin Garcia","Pop"
"Robin Gonzalez","Electronic"
"Patrick Collier","Electronic"
"Ashley Riggs","Pop"
"Kathleen Vasquez","Hip-Hop"
"Dawn Richmond","Pop"
"Rachel Barron","Country"
"Michael Yates","Pop"
"Kelly Carter","Pop"
"Jeffrey Ramirez","Electronic"
"Omar Quinn","Electronic"
"David Garcia","Hip-Hop"
"Joseph Collins","Pop"
"Amy Parsons","Pop"
"James Nguyen","Electronic"
"Adriana Larsen","Hip-Hop"
"Peter Moody","Pop"
"Julian Lawson","R&B"
"Michael Rodriguez","Folk"
"Karl Franklin","Electronic"
"Kara Klein DVM","Folk"
"Melissa Sullivan","Pop"
"Crystal Guzman","Pop"
"Clifford Carr","Jazz"
"Melissa Wiley","R&B"
"Daniel Landry","Electronic"
"Cameron Reyes","Pop"
"Caroline Gonzalez","Country"
"Jeffrey Anderson","Electronic"
"Wayne Davidson","Hip-Hop"
"Tara Bradshaw","Classical"
"Christopher Smith","Pop"
"Ruth Martin","Pop"
"Brittany Wade","Hip-Hop"
"Kylie Cox","Pop"
"John Moore","Country"
"Patrick Carter","Hip-Hop"
"Cassidy Hall","Hip-Hop"
"Christopher Villanueva","Hip-Hop"
"Mark Phillips","Pop"
"Nathan Nichols","Pop"
"Phillip Arroyo","Jazz"
"Elizabeth Sims","Electronic"
"Karen Davis","Pop"
"Stacey Griffin","Pop"
"Dr. Miguel Moore","Jazz"
"Kevin Fields","Hip-Hop"
"Caleb Jefferson","Hip-Hop"
"Ernest Ruiz","Hip-Hop"
"Jerry Murray","Jazz"
"Lisa Adkins","Electronic"
"Javier Lee","Pop"
"Melissa Blair","Pop"
"Mallory Scott","Folk"
"Heather Douglas","Pop"
"Mark Johnson","Electronic"
"Katrina Smith","Folk"
"Maria Oconnor","Hip-Hop"
"Jeffrey Malone","Jazz"
"Elizabeth Clements","Pop"
"William Holder","Pop"
"Thomas Powers","Electronic"
"Sheila Franklin","Pop"
"Bailey West","Pop"
"David Miller","Pop"
"Lisa Harris","Electronic"
"Thomas Allen","Pop"
"Jeffrey Lara","Jazz"
"Douglas Thompson","Electronic"
"Jason Williams","Pop"
"John Johnson","Reggae"
"Alexander Andersen","Pop"
"David Torres","Folk"
"Scott Vargas","Hip-Hop"
"Tracy Taylor","Pop"
"Jesus Lyons","Electronic"
"Robert Fisher","Pop"
"Gary Bradford","Hip-Hop"
"Rachel Reid","Hip-Hop"
"Kelly Ball","Pop"
"Trevor Flynn","Reggae"
"Gabrielle Hayes","Pop"
"Mary Bradford","Hip-Hop"
"Michael Berg","Classical"
"Thomas Miller","Electronic"
"Marissa Singh","Classical"
"Patricia Phillips","Electronic"
"Sabrina Crawford","Hip-Hop"
"Ryan Odom","Folk"
"Brenda Boyd","Pop"
"Michael Baker","Hip-Hop"
"Rhonda Russell","Folk"
"Jill Lewis","Electronic"
"Joshua George","Electronic"
"Madeline Smith","Country"
"Kayla Mays","Electronic"
"Joshua Jones","Hip-Hop"
"Charles Beard","Pop"
"Adam Johnson","Folk"
"Barbara Mcclure","Electronic"
"Phyllis Salazar","Pop"
"Brenda Gardner","Pop"
"Erin Wilson","Folk"
"William Martin","Hip-Hop"
"David Henderson","Pop"
"Denise Parker","Pop"
"John Williams","Pop"
"James Singleton","Pop"
"Carlos Bond","Jazz"
"Jeremy Martin","Pop"
"Rebecca Lynn","Pop"
"Ronald Gomez","Pop"
"Brent Gibson","Pop"
"Linda Dixon","Pop"
"Jasmine Gibson","Electronic"
"Sue Wade","Electronic"
"Benjamin Garcia","Pop"
"Adriana Bell","Pop"
"Pamela Marshall","Reggae"
"Alexis Calderon","Hip-Hop"
"Matthew Vega","Country"
"Rebecca Carpenter","Electronic"
"Michelle Butler","R&B"
"Benjamin Pearson","Country"
"Jill Long","Hip-Hop"
"Linda Edwards","Folk"
"James Miller","Electronic"
"Randy Noble","Hip-Hop"
"Richard Knox","Hip-Hop"
"Richard Lewis","Hip-Hop"
"Timothy Joseph","Electronic"
"Madeline Greene","Hip-Hop"
"Jennifer Martin","Electronic"
"David Mejia","Electronic"
"Tara Meadows","Electronic"
"Robin Cuevas","Pop"
"Connie Gilbert","Pop"
"Keith Nelson","Hip-Hop"
"Matthew Schroeder","Reggae"
"Timothy Jackson","Hip-Hop"
"Sean Baldwin","Hip-Hop"
"James Harrison","Hip-Hop"
"Robert Lawrence","Pop"
"Mary Shaw","Jazz"
"Maria Richardson","Electronic"
"Valerie Reeves","Electronic"
"Brandon Martin","Hip-Hop"
"William Rosales","R&B"
"Tonya Allen","Electronic"
"Dana Booker","Electronic"
"Stephen Morris","Pop"
"Ralph Walter","Hip-Hop"
"Michael Daniels","Hip-Hop"
"Jessica Huang","Country"
"Anthony Morris","Country"
"Chris Wang","R&B"
"Michele Matthews","Hip-Hop"
"Ronald Allen","Pop"
"Samantha Pham","Electronic"
"Annette Alvarez","Hip-Hop"
"Elizabeth Myers","Hip-Hop"
"Dillon Li","Pop"
"Vanessa Nguyen","Classical"
"Mary Blackburn","Hip-Hop"
"Cynthia Garcia","Pop"
"Emily Ford","Jazz"
"Crystal Leon","Electronic"
"Jeffery Carter","Folk"
"Christopher Griffin","Pop"
"Frank Myers","Folk"
"Kayla Khan","Hip-Hop"
"Alex Johnson","Hip-Hop"
"Justin Garcia","Classical"
"Joyce Lowe","Pop"
"Kimberly Moore","Hip-Hop"
"Cassandra Chen","Pop"
"Rebecca Gray","Pop"
"Paul Dean","Hip-Hop"
"Mr. Jason Mann","Electronic"
"Jose Benjamin","Hip-Hop"
"Lance Cantrell","Electronic"
"Amy Young","Country"
"Heather Haney","Folk"
"Daniel Martin","Pop"
"Guy Rogers","Hip-Hop"
"Michael Hicks","Electronic"
"Daniel English","Pop"
"Kimberly David","Country"
"Katherine Davis","Pop"
"Tony Ward","Pop"
"Teresa Roth","Reggae"
"John Pearson","Electronic"
"Gabriella Moore DDS","Hip-Hop"
"Thomas Mcdonald","Country"
"Reginald Harris","Classical"
"Patrick Berry","Folk"
"Keith Thomas","Pop"
"Bonnie Olsen","Jazz"
"Karen Hogan","Pop"
"Alyssa Fowler","Pop"
"Erika Johnson","Pop"
"Gabrielle Bishop","Electronic"
"Brian Morse","R&B"
"Victoria Morris","Electronic"
"Alejandra Gross","Folk"
"Desiree Benson","Hip-Hop"
"Kevin Swanson","Hip-Hop"
"Sean Smith","Electronic"
"Juan Costa","Pop"
"Timothy Mckinney","Electronic"
"Nicholas Thompson","Electronic"
"Mark Lindsey","Reggae"
"Kara Franco","Electronic"
"Katherine Brown","Pop"
"Daniel Bradley","Hip-Hop"
"Dawn Gutierrez","Pop"
"Thomas Jones","Hip-Hop"
"Mrs. Tami Mcknight","Electronic"
"Amanda Harrison","Pop"
"David Garcia","Electronic"
"Kimberly Allen","Jazz"
"Virginia Walker","Electronic"
"Lindsey Newman","Reggae"
"Jessica Bryant","Electronic"
"Dr. Kathleen Johnson MD","Hip-Hop"
"Kaylee Russell","Pop"
"Terry Hancock","Hip-Hop"
"Amy Ramirez","Hip-Hop"
"Andrew Neal","Pop"
"Stacy Brown","Electronic"
"Anthony Schmidt","Pop"
"Kyle Berry","Hip-Hop"
"Christopher Hunter","Electronic"
"Cassie Bell","Electronic"
"Edwin Hall","Hip-Hop"
"Michael Smith","R&B"
"Peter Craig","Reggae"
"Kendra Randall","Electronic"
"Matthew Ballard","Hip-Hop"
"Jennifer Cox","Jazz"
"Devin Yoder","Electronic"
"Melanie Phillips","Hip-Hop"
"David Sandoval","Electronic"
"Paul Davis","Electronic"
"Brenda Harrell","Classical"
"Austin Brandt","Electronic"
"Wesley Smith","Pop"
"Anne Wright","Hip-Hop"
"Sharon Johnson","Electronic"
"Amber Gutierrez","Hip-Hop"
"Melissa Nielsen","Folk"
"Carly Mueller","Pop"
"Javier Davis","Pop"
"Sharon Ibarra","Country"
"Todd Ellison","Pop"
"Keith Richardson","Classical"
"Rachel Jefferson","Hip-Hop"
"Alexandria Pearson","Pop"
"Leah Marsh","Electronic"
"Shaun Kim","Electronic"
"William Cobb","Country"
"Frank Mitchell","Folk"
"Lisa Burke","Classical"
"Christian Williams","Hip-Hop"
"Rebecca Dixon","Pop"
"Donna Welch","Jazz"
"Brent Brooks","Hip-Hop"
"William Smith","Electronic"
"Misty White","Electronic"
"Sherri Blake","Country"
"Barbara Frazier","Electronic"
"Luis Davis","Jazz"
"Nina Collier","Electronic"
"Tara Fritz","Hip-Hop"
"Angela Cox","Electronic"
"Edward Fernandez","Electronic"
"Victoria Villanueva","Electronic"
"Kelly Moore","Pop"
"Christopher Chen","Hip-Hop"
"Christina James","Hip-Hop"
"Mary Gardner","Hip-Hop"
"Manuel Jensen","Hip-Hop"
"Kenneth Mason","Pop"
"Christopher Morales","Hip-Hop"
"John Sheppard","Electronic"
"Jimmy Wells","Pop"
"Mrs. Audrey Schroeder","Classical"
"Joseph Cox","Electronic"
"Jon Norton","Pop"
"Natasha Mcgee","Pop"
"Kevin King","Electronic"
"Erica Alvarez","Pop"
"Andrea Santiago","R&B"
"Michael Underwood","Hip-Hop"
"David Mills","Hip-Hop"
"Erin Miller","Pop"
"Richard Cole","Hip-Hop"
"Rebecca Watson","Pop"
"Linda Hall","Hip-Hop"
"Roberto Scott","Electronic"
"Stacey Hunter","Hip-Hop"
"Anthony Cortez","Folk"
"Virginia Owens","Pop"
"Daniel Hall","Electronic"
"Jared Carey","Hip-Hop"
"Alexandra Sanders","Classical"
"Robert Castillo","Pop"
"Michael Brooks","Hip-Hop"
"Samuel Johnson","Electronic"
"Scott Alexander","Hip-Hop"
"Jennifer Hogan","Electronic"
"Kelsey Miller","Hip-Hop"
"Thomas Moore","Electronic"
"Erik Cook","Pop"
"Jose Parker","Pop"
